team,association,variable,Unit,Date,Value
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M10,13
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M11,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2012M12,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M1,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M2,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M3,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M4,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M5,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M6,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M7,23
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M8,23
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M9,25
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M10,21
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M11,19
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2013M12,20
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M1,20
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M2,18
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M3,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M4,16
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M5,16
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M6,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M7,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M8,10
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M9,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M10,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M11,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2014M12,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M1,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M2,8
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M3,8
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M4,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M5,11
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M6,9
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M7,22
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M8,23
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M9,24
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M10,22
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M11,24
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2015M12,25
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M1,25
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M2,24
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M3,24
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M4,21
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M5,21
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M6,17
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M7,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M8,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M9,8
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M10,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M11,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2016M12,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M1,7
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M2,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M3,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M4,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M5,6
France,FIFA - International Federation of Association Football,Rank,1 = the best team,2017M6,6
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M8,1
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M9,5
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M10,4
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M11,3
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1993M12,1
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M2,1
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M3,1
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M4,2
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M5,2
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M6,1
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M7,4
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M9,4
Germany,FIFA - International Federation of Association Football,Rank,1 = the best team,1994M10,4
